neighborhood,minimum,q25,median,q75,maximum,mean,sd
Humboldt Park,-0.9722222089767456,-0.34391534328460693,-0.22562673687934875,0.014326647855341434,0.6059113144874573,-0.1539122611284256,0.2544325590133667
